text,BIO_anno,class,bank_topic
怎么所有链接一点击中就是弹出回复窗口,O O O O O O O O O O O O O O O O O O,2,交通银行
应该快了，临额2.5倍，我一般不是3个月就是6个月,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2,招商银行
现在海淘返现，总之不错了。??为了有效期是0818上个月申请的,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2,
优先冲抵手续费,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2,招商银行
谈判过程中会有违约金和减息吗？,O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2,招商银行
你最低还久了，工商可能还会降。你先试试和银行打电话，分期吧,O O B-COMMENTS_ADJ O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2,工商银行
以前3000，弄了步步为赢几个月，e融借出了五万的额度，直接借出来，和信用卡调平了，现在信用卡五万,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,工商银行
你们的用了多少天通过？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,工商银行
厉害了可以再申请其它卡呀,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2,工商银行
我说你点我这个论坛的头像然后点关注我,O O O O O O O O O O O O O O O O O O,2,招商银行
也不要着急,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
近半年有小贷申请记录吗？,O O O O B-PRODUCT I-PRODUCT O O O O O O,2,建设银行
分过期吗。。分期就是这样的,O O O O O O B-PRODUCT I-PRODUCT O O O O O,2,
现在爱卡的人都这么烂？,O O O O O O O O O B-COMMENTS_ADJ O,0,招商银行
您是手动调整金额还是检查金额???,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O,2,工商银行
新人发文，需要您的多多支持与鼓励~之前看app要申鸟白才能提额，点了就秒下了。后面看论坛说鸟白没鸟用，就去网点,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2,招商银行
第一次借了30w，额度可以调整为10+30，马上借的按钮变成灰色。还了以后再借了20w，就可以调整为50w了，感谢大佬,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
费率才3，挺便宜了,O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
邮储在哪里？,B-BANK I-BANK O O O O,2,招商银行
那就消了吧，注销安心些,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
信用卡一年消费100K后怎么弄理财白金卡?,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O,2,建设银行
常年6星,O O O O,2,工商银行
没有做过违规行为？,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
这个应该要看自降还是被降吧,O O O O O O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O,2,招商银行
楼主，解决了吗？我的跟你一样，好操心 ,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
肯定查啊，,O O O O O,2,工商银行
手机号你不用自己的几个意思了，想诈骗么,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
是的，不好搞啊,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,农业银行
只有中行可以换？？？,B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O O O O O O,2,中国银行
我差点就卖了，后怕,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
太直接了，给农行点赞,O O O O O O B-BANK I-BANK O O,2,
怎么可能不上征信预期就上可能没更新而已,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2,工商银行
我司一台破电脑，下载招商天书那个文件，打开都可能死机:D,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O,2,招商银行
说的比较委婉，我说我用卡有问题吗？她说没问题，看我卡片情况比较多元化用的很好，我说不分。会不会搞我？？,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2,建设银行
听谁说的？没有这回事，我就一直申请一直爽！,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,1,招商银行
我已佛系，万年没提,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2,建设银行
广东就是不善良。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
有人说亏了，也有人说赚了！看来看法各不相同,O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O O O O O O O,2,中信银行
这样到期后先还最低之后再搞搞有没有别的路子填上，没有叫你一次全还上最起码能缓缓,O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
普卡6万毕业。公积金余额10w,B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O,2,招商银行
33天？网申只要3小时,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,中国银行
本行卡，之前从未划扣，现在是到账秒划扣，一分不留,O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
你点那个提额试试，我经常点，不提不上征信,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2,民生银行
你是指民生不会提，还是所有的他行都不会提,O O O B-BANK I-BANK O O O O O O O O O O O O O O O,2,民生银行
多少本金啊,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2,农业银行
浦发:15k-21k-31k-43-51.5k-86k5月2号,B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,建设银行
地方活动？？别的浦发不能参加么,O O O O O O O O B-BANK I-BANK O O O O O,2,
试了三次没下，算了不强求。,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
这不是废话么，欠债还钱,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,
听说固定金额大于临时金额。,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O,2,中国银行
刷KQ全积分,O O O O B-PRODUCT I-PRODUCT,2,民生银行
民生现金分期不是最高20吗,B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,民生银行
还是悠着点吧,O O O O O O,2,建设银行
我什么都没有，所以我感觉信用卡无望,O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2,
全民乐现金??就是一个分期在分期中算很低很低。跟正规贷款肯定没法比，有点点偏高，但是民生这个分期手续费按月收取的，后期可以提前还，就把剩余本金加上未出账单一期...,O O O O O O O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,
快贷的条件是什么,B-PRODUCT I-PRODUCT O O O O O O,2,建设银行
招行回访都问什么问题呢？,B-BANK I-BANK O O O O O O O O O O,2,招商银行
这个短债只是用来提升信誉刷建行预审批的，又不是什么赚钱的基金。也只有建行有卖，我买过，不但不赚钱还会亏本的。...,O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,0,建设银行
卡是二类卡吧,O O O O O O,2,民生银行
说了这个人家不给办啊，建议我半个白金卡一个月后就能用融e借了，额度通用,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O,2,工商银行
冷冻试试看,B-COMMENTS_N I-COMMENTS_N O O O,2,民生银行
工行不能，平安应该还有,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O B-BANK I-BANK O O O O,2,工商银行
②工20k,O O O O O,2,招商银行
你要随便填一个单位吗？,O O O O O O O O O O O,2,工商银行
今天被拒了,O O O B-COMMENTS_ADJ O,2,工商银行
我填了完整资料，曲线了，不过是反的。,O O O O O O O O O O O O O O O O O O,2,建设银行
真有这种操作？我试了三张实体没过，放弃了。房子下来了，征信无所谓了，如果可以愿意一试。楼主是钱借出来在申卡？...,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2,工商银行
插卡就可以了！,O O O O O O O,2,建设银行
不会吧？真的，我当时临时想刷个钱交通死活不同意啊,O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2,
机场快递安检，接送机，洗牙之类的,O O O O O O O O O O O O O O O O,2,工商银行
中信多少钱，给我，我还说谈判不行,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,中信银行
你只是用这笔钱来获取信用信息,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,中国银行
来自新旧两户,O O O O O O,2,民生银行
下了，50k额度,O O O O O O B-COMMENTS_N I-COMMENTS_N,2,建设银行
本金5W逾期5年连本带利16万多，支行分行省行找遍了，材料递交一大堆，一分没减少，天天计息，够狠够黑,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
你逾期了吗？怎么处理？,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,农业银行
没有，就来短信，或者电话就很方便,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
不定点，可以九点开始看，安心等,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
我三年前毕业4.9万到5.7万，招行的卡,O O O O O O O O O O O O O O O O B-BANK I-BANK O O,2,
今天的吗？别吓我,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,
老大们教下怎么关联上去？,O O O O O O O O O O O O,2,工商银行
我了解到到工行买定投还是可以的,O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O O O O O,2,
这么惨啊，我就是工行app给我推荐的，我才申请的这个，看着还好丑,O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
请问是扫哪个二维码啊？我怎么扫了不显示额度啊,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,中信银行
百分百查还是套出来再首付吧,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2,民生银行
怎么这么麻烦,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
当然知道啊！有单行授信额度显示啊，普卡金卡白金卡砖石卡无限卡都是有额度区间的！征信和审核可以识别判断！审核时也会问你有没有他行高等级卡！这都是基本常识！...,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
能分60期我还想在养养，看看能不能额度再高点，毕竟预审批不一定给九万呢，理想是15万分个60期，差不多就压力不大了...,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2,建设银行
问了，他说精英白比较慢，我也是醉了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
最后怎么样楼主，延期了还是怎么,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,建设银行
楼主是农行按揭房吗？我看你前面说的没工作，按揭房去做个二抵，银行的钱最好不要逾期，而且你这是属于本金逾期,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N,2,农业银行
你这个因为是逾期太久形成的呆账，之前我看过好几个老哥的征信，都是呆账，自己去还清之后，那条变成了逾期多少多少个月，要等五年的，银行不肯帮他处理。你这个是肯帮你...,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,工商银行
农业悠然白1w,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O,2,工商银行
白金信用卡，尊贵持卡人，额度100元，年费300元。。。来论坛也有一段时间了，我只服楼主。,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
五百块啊，五百万得疯,O O O O O O O O O B-COMMENTS_ADJ,2,中信银行
为什么我感觉这个帖子，我看过了，是说工行的么,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O,2,
法院不判，他们说了不算，搞的我六神无主,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
100张还款凭证刚用完50张，最多4张，但只退了4张,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2,民生银行
一个过来人?20岁以下36岁?60以上20?不要被反收集忽略,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,民生银行
是否意味着只有临时额度高于固定额度，应用才能通过？,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2,中国银行
大山没用多久,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,建设银行
楼主，你逾期是不是超过3个月了，或者说已经超过3个账单没有还了，如果没有超过3个月的花，一般不会进行起诉或者刑事拘留，因为我前男友就是这样，确实是上门直接就把他抓...,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2,招商银行
让你看可用余额你就截图就行,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2,招商银行
怎么回事啊？说的我心慌慌,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
新出的卡都有,B-COMMENTS_ADJ O O O O O,2,工商银行
何以操作？我也想来，快不快,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,
不想输入卡后3位数字激活吗？,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2,中国银行
老哥近6个月查询次数几条？,O O O O O O O O O O O O O,2,建设银行
怎么看星级，工行银行的,O O O O O O O O O O O,2,
征信没有逾期但是查询多有网贷,B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT,2,建设银行
什么意思啊？？？:654,O O O O O O O O O O O O,2,中信银行
不点能出来吗,O O O O O O,2,工商银行
可以??i白金或者华为卡吧??要年费就不搞了,B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,
哪个都行，先去柜机改正全套资料,O O O O O O O O O O O O O O O,2,工商银行
啥卡要行驶证啊，车主卡吧,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2,
征信查询200多条谁干的？,B-PRODUCT I-PRODUCT O O O O O O O O O O O,2,工商银行
后续如何了?,O O O O O O,2,招商银行
确定有，实体卡在我手上,O O O O O O O O O O O,2,工商银行
点他，会提示什么，汇总过高么……,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2,招商银行
怕送人头所以一直没申请过提额，该提还是会提，该降还是会降的,B-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_N O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O O B-COMMENTS_ADJ O O O B-COMMENTS_ADJ O,2,工商银行
2年时间太长了，留电话都是外包催/收来的，要协商请致电找银行客服，找银行可以谈利息减免这些。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2,工商银行
没分是鸡的问题。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,工商银行
5倍积分的有效期是13个月，第一年扣不完的，也留不到第二年,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O,2,民生银行
当天直接被拒,O O O O O B-COMMENTS_ADJ,2,中信银行
晒下看看，理论上交大复旦联名卡，手里有623571的薪享钻，网点有预制卡可以换的,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O,2,中国银行
我对四大行很失望，打算卖给中国银行。工行的两个5000已经冻结2个月了，所有推荐都消失了。,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2,中国银行
现在毕业不止6万了吗？我自然升到6万两三年了也没动静,O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2,招商银行
很简单，占据授信额度，其它就不给提额或者下卡了，可以防止继续多头授信，有利于降低风险，以后好顺利收回现金分期本金加利息。...,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O,2,民生银行
房本也要看净值的，砖不够你有代发1.5以上或者个税达标也可以的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O,2,招商银行
工行没有羊毛，貌似流量羊毛最多,B-BANK I-BANK O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2,工商银行
好脾气,B-COMMENTS_ADJ O O,2,工商银行
参考话术：本人微信号被限制领各种优惠券、不能用,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2,招商银行
